交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2013/5/2,TX,201305,8083,8127,8083,8120,22,0.27%,63345,8119,67261,8119,8121,8127,7666,,一般,
2013/5/2,TX,201306,8077,8105,8063,8099,22,0.27%,858,8098,5341,8098,8100,8105,6642,,一般,
2013/5/2,TX,201309,7796,7847,7796,7840,19,0.24%,87,7840,1436,7838,7844,7847,6723,,一般,
2013/5/2,TX,201312,7766,7799,7766,7795,15,0.19%,67,7795,822,7794,7799,7799,7280,,一般,
2013/5/2,TX,201403,7736,7761,7729,7754,14,0.18%,19,7754,145,7755,7759,7761,7365,,一般,
2013/5/3,TX,201305,8139,8174,8119,8140,21,0.26%,82194,8140,65754,8140,8142,8174,7666,,一般,
2013/5/3,TX,201306,8120,8152,8105,8122,24,0.30%,1446,8122,5360,8122,8126,8152,6642,,一般,
2013/5/3,TX,201309,7880,7887,7850,7863,23,0.29%,133,7862,1444,7862,7868,7887,6723,,一般,
2013/5/3,TX,201312,7834,7840,7806,7812,17,0.22%,55,7822,818,7820,7825,7840,7280,,一般,
2013/5/3,TX,201403,7800,7810,7769,7775,21,0.27%,40,7775,152,7779,7784,7810,7365,,一般,
2013/5/6,TX,201305,8200,8209,8154,8169,29,0.36%,67723,8168,63801,8169,8170,8209,7666,,一般,
2013/5/6,TX,201306,8182,8191,8137,8152,30,0.37%,1338,8153,5671,8152,8155,8191,6642,,一般,
2013/5/6,TX,201309,7903,7929,7881,7891,29,0.37%,77,7891,1445,7892,7895,7929,6723,,一般,
2013/5/6,TX,201312,7868,7888,7835,7850,28,0.36%,52,7850,823,7850,7853,7888,7280,,一般,
2013/5/6,TX,201403,7841,7849,7800,7812,37,0.48%,39,7812,156,7809,7814,7849,7365,,一般,
2013/5/7,TX,201305,8180,8187,8150,8173,5,0.06%,61199,8174,64451,8173,8174,8209,7666,,一般,
2013/5/7,TX,201306,8150,8170,8135,8160,7,0.09%,1456,8160,6375,8160,8161,8191,6642,,一般,
2013/5/7,TX,201309,7897,7911,7880,7899,8,0.10%,80,7899,1450,7899,7902,7929,6723,,一般,
2013/5/7,TX,201312,7850,7861,7840,7854,4,0.05%,20,7854,821,7854,7858,7888,7280,,一般,
2013/5/7,TX,201403,7813,7828,7796,7816,4,0.05%,25,7816,163,7815,7818,7849,7365,,一般,
2013/5/8,TX,201305,8188,8302,8186,8268,94,1.15%,130480,8269,65234,8269,8270,8302,7666,,一般,
2013/5/8,TX,201306,8182,8287,8175,8258,98,1.20%,4642,8258,8709,8257,8258,8287,6642,,一般,
2013/5/8,TX,201309,7924,8023,7924,8003,104,1.32%,162,8003,1484,8000,8005,8023,6723,,一般,
2013/5/8,TX,201312,7876,7980,7876,7964,110,1.40%,264,7964,935,7957,7963,7980,7280,,一般,
2013/5/8,TX,201403,7833,7941,7833,7918,102,1.31%,83,7918,170,7915,7920,7941,7365,,一般,
2013/5/9,TX,201305,8301,8330,8290,8313,44,0.53%,83971,8313,62651,8312,8314,8330,7666,,一般,
2013/5/9,TX,201306,8298,8319,8280,8303,45,0.54%,5971,8305,11362,8303,8305,8319,6642,,一般,
2013/5/9,TX,201309,8038,8065,8037,8048,45,0.56%,136,8048,1496,8051,8055,8065,6723,,一般,
2013/5/9,TX,201312,7995,8020,7988,8012,48,0.60%,68,8012,951,8010,8014,8020,7280,,一般,
2013/5/9,TX,201403,7966,7980,7942,7970,52,0.66%,43,7970,162,7965,7972,7980,7365,,一般,
2013/5/10,TX,201305,8294,8312,8280,8312,-1,-0.01%,65770,8309,59464,8310,8312,8330,7666,,一般,
2013/5/10,TX,201306,8290,8306,8276,8306,1,0.01%,7966,8303,15235,8304,8307,8319,6642,,一般,
2013/5/10,TX,201309,8031,8059,8026,8059,11,0.14%,107,8059,1522,8059,8063,8065,6723,,一般,
2013/5/10,TX,201312,7998,8020,7988,8018,6,0.07%,101,8019,961,8018,8020,8020,7280,,一般,
2013/5/10,TX,201403,7950,7976,7946,7976,6,0.08%,39,7976,160,7974,7980,7980,7365,,一般,
2013/5/13,TX,201305,8311,8314,8229,8260,-49,-0.59%,100298,8260,49074,8260,8261,8330,7666,,一般,
2013/5/13,TX,201306,8308,8308,8224,8252,-51,-0.61%,21761,8253,25525,8252,8254,8319,6642,,一般,
2013/5/13,TX,201309,8059,8059,7988,8013,-46,-0.57%,115,8011,1524,8009,8013,8065,6723,,一般,
2013/5/13,TX,201312,8018,8018,7950,7967,-52,-0.65%,88,7967,954,7967,7971,8020,7280,,一般,
2013/5/13,TX,201403,7957,7959,7908,7931,-45,-0.56%,41,7931,169,7925,7934,7980,7365,,一般,
2013/5/14,TX,201305,8280,8307,8244,8274,14,0.17%,98400,8272,36767,8274,8275,8330,7666,,一般,
2013/5/14,TX,201306,8270,8300,8247,8278,25,0.30%,33610,8275,40883,8276,8278,8319,6642,,一般,
2013/5/14,TX,201309,8035,8057,8005,8035,24,0.30%,150,8035,1553,8035,8037,8065,6723,,一般,
