交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2007/6/1,TX,200706,8201,8252,8201,8232,61,0.75%,30878,8232,37780,8232,8233,8252,6220,,一般,
2007/6/1,TX,200707,8135,8199,8135,8175,56,0.69%,774,8175,2109,8174,8175,8199,7909,,一般,
2007/6/1,TX,200709,8000,8048,8000,8036,54,0.68%,165,8036,2461,8035,8044,8048,6808,,一般,
2007/6/1,TX,200712,8020,8067,8020,8050,84,1.05%,41,8050,435,8037,8050,8067,7150,,一般,
2007/6/1,TX,200803,8019,8044,8019,8042,80,1.00%,12,8042,47,8042,8050,8044,7654,,一般,
2007/6/4,TX,200706,8265,8287,8240,8257,25,0.30%,24926,8257,39353,8256,8257,8287,6220,,一般,
2007/6/4,TX,200707,8220,8226,8187,8205,30,0.37%,645,8205,2315,8204,8206,8226,7909,,一般,
2007/6/4,TX,200709,8062,8088,8047,8065,29,0.36%,131,8065,2456,8058,8070,8088,6808,,一般,
2007/6/4,TX,200712,8075,8090,8065,8083,33,0.41%,18,8083,441,8073,8082,8090,7150,,一般,
2007/6/4,TX,200803,8055,8065,8054,8065,23,0.29%,4,8086,48,8080,8093,8065,7654,,一般,
2007/6/5,TX,200706,8247,8271,8216,8254,-3,-0.04%,33482,8254,38207,8253,8254,8287,6220,,一般,
2007/6/5,TX,200707,8205,8215,8170,8203,-2,-0.02%,607,8203,2537,8202,8203,8226,7909,,一般,
2007/6/5,TX,200709,8070,8077,8030,8066,1,0.01%,161,8066,2528,8062,8066,8088,6808,,一般,
2007/6/5,TX,200712,8075,8086,8040,8070,-13,-0.16%,16,8070,449,8065,8077,8090,7150,,一般,
2007/6/5,TX,200803,8068,8078,8033,8060,-26,-0.32%,8,8060,47,8065,8080,8078,7654,,一般,
2007/6/6,TX,200706,8253,8333,8237,8285,31,0.38%,43403,8285,40256,8285,8286,8333,6220,,一般,
2007/6/6,TX,200707,8145,8275,8145,8230,27,0.33%,1744,8230,3292,8229,8230,8275,7909,,一般,
2007/6/6,TX,200709,8051,8137,8050,8090,24,0.30%,218,8090,2564,8089,8094,8137,6808,,一般,
2007/6/6,TX,200712,8056,8145,8056,8099,29,0.36%,30,8099,459,8099,8108,8145,7150,,一般,
2007/6/6,TX,200803,8045,8128,8045,8091,31,0.38%,6,8091,47,8080,8106,8128,7654,,一般,
2007/6/7,TX,200706,8222,8338,8211,8336,51,0.62%,40731,8336,41668,8335,8336,8338,6220,,一般,
2007/6/7,TX,200707,8180,8280,8168,8280,50,0.61%,1540,8280,3924,8278,8280,8280,7909,,一般,
2007/6/7,TX,200709,8050,8140,8030,8140,50,0.62%,132,8140,2584,8140,8145,8140,6808,,一般,
2007/6/7,TX,200712,8060,8145,8051,8140,41,0.51%,23,8140,472,8122,8145,8145,7150,,一般,
2007/6/7,TX,200803,8085,8085,8044,8047,-44,-0.54%,3,8136,47,8128,8145,8128,7654,,一般,
2007/6/8,TX,200706,8236,8284,8226,8276,-60,-0.72%,37950,8276,41402,8276,8277,8338,6220,,一般,
2007/6/8,TX,200707,8202,8235,8185,8229,-51,-0.62%,1341,8229,4198,8228,8229,8280,7909,,一般,
2007/6/8,TX,200709,8088,8092,8044,8085,-55,-0.68%,126,8085,2636,8084,8090,8140,6808,,一般,
2007/6/8,TX,200712,8086,8100,8051,8092,-48,-0.59%,30,8092,479,8085,8114,8145,7150,,一般,
2007/6/8,TX,200803,8048,8100,8048,8077,-59,-0.73%,3,8116,47,8091,8142,8128,7654,,一般,
2007/6/11,TX,200706,8301,8325,8292,8313,37,0.45%,23889,8313,40387,8312,8313,8338,6220,,一般,
2007/6/11,TX,200707,8275,8275,8240,8264,35,0.43%,1265,8264,4608,8260,8264,8280,7909,,一般,
2007/6/11,TX,200709,8130,8130,8102,8121,36,0.45%,204,8121,2753,8120,8124,8140,6808,,一般,
2007/6/11,TX,200712,8085,8135,8085,8124,32,0.40%,5,8124,478,8120,8126,8145,7150,,一般,
2007/6/11,TX,200803,8102,8125,8102,8114,-2,-0.02%,4,8114,47,8121,8145,8128,7654,,一般,
2007/6/12,TX,200706,8330,8350,8304,8338,25,0.30%,32051,8338,41189,8338,8339,8350,6220,,一般,
2007/6/12,TX,200707,8272,8299,8256,8290,26,0.31%,2905,8290,5917,8289,8290,8299,7909,,一般,
2007/6/12,TX,200709,8131,8151,8116,8146,25,0.31%,98,8146,2749,8145,8150,8151,6808,,一般,
2007/6/12,TX,200712,8150,8171,8144,8144,20,0.25%,21,8144,488,8135,8160,8171,7150,,一般,
2007/6/12,TX,200803,8142,8150,8142,8150,36,0.44%,4,8148,48,8142,8155,8150,7654,,一般,
2007/6/13,TX,200706,8311,8353,8305,8331,-7,-0.08%,27311,8331,41340,8331,8332,8353,6220,,一般,
2007/6/13,TX,200707,8278,8298,8256,8282,-8,-0.10%,4663,8282,8872,8280,8282,8299,7909,,一般,
2007/6/13,TX,200709,8125,8150,8111,8145,-1,-0.01%,71,8145,2749,8126,8129,8151,6808,,一般,
2007/6/13,TX,200712,8103,8180,8103,8140,-4,-0.05%,9,8158,488,8144,8173,8180,7150,,一般,
2007/6/13,TX,200803,8150,8150,8141,8141,-7,-0.09%,11,8141,58,8138,8178,8150,7654,,一般,
2007/6/14,TX,200706,8397,8453,8383,8443,112,1.34%,37951,8443,41369,8442,8443,8453,6220,,一般,
2007/6/14,TX,200707,8339,8398,8326,8389,107,1.29%,10463,8389,14709,8388,8389,8398,7909,,一般,
2007/6/14,TX,200709,8215,8250,8190,8240,95,1.17%,210,8240,2786,8240,8246,8250,6808,,一般,
2007/6/14,TX,200712,8200,8250,8200,8236,78,0.96%,8,8236,491,8242,8277,8250,7150,,一般,
2007/6/14,TX,200803,8197,8250,8191,8238,97,1.19%,10,8238,64,8237,8245,8250,7654,,一般,
2007/6/15,TX,200706,8491,8595,8471,8595,152,1.80%,41472,8595,33093,8594,8595,8595,6220,,一般,
2007/6/15,TX,200707,8418,8559,8414,8558,169,2.01%,21203,8558,24504,8556,8558,8559,7909,,一般,
2007/6/15,TX,200709,8240,8412,8240,8412,172,2.09%,313,8412,2870,8412,8422,8412,6808,,一般,
2007/6/15,TX,200712,8280,8462,8280,8445,209,2.54%,95,8445,563,8445,8468,8462,7150,,一般,
2007/6/15,TX,200803,8290,8381,8285,8381,143,1.74%,17,8381,67,8385,8430,8381,7654,,一般,
2007/6/20,TX,200706,8643,8816,8631,8770,175,2.04%,39099,8770,29135,8768,8770,8816,6220,,一般,
2007/6/20,TX,200707,8670,8796,8617,8737,179,2.09%,44857,8737,36223,8737,8738,8796,7909,,一般,
2007/6/20,TX,200709,8488,8645,8467,8620,208,2.47%,786,8620,3150,8602,8620,8645,6808,,一般,
2007/6/20,TX,200712,8433,8670,8433,8670,225,2.66%,55,8670,576,8670,8684,8670,7150,,一般,
2007/6/20,TX,200803,8497,8658,8476,8611,230,2.74%,17,8611,76,8603,8605,8658,7654,,一般,
2007/6/21,TX,200707,8768,8897,8693,8862,125,1.43%,73073,8862,42976,8862,8863,8897,7909,,一般,
2007/6/21,TX,200708,8650,8847,8610,8807,-,-,795,8807,467,8807,8808,8847,8610,,一般,
2007/6/21,TX,200709,8688,8752,8566,8747,127,1.47%,613,8747,3251,8735,8747,8752,6808,,一般,
2007/6/21,TX,200712,8657,8794,8580,8731,61,0.70%,54,8731,587,8742,8760,8794,7150,,一般,
2007/6/21,TX,200803,8596,8818,8596,8731,120,1.39%,11,8731,78,8724,8806,8818,7654,,一般,
