交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2010/6/1,TX,201006,7283,7321,7220,7244,-81,-1.11%,131341,7243,54879,7243,7245,8228,6400,,一般,
2010/6/1,TX,201007,7170,7190,7097,7114,-83,-1.15%,1201,7113,6284,7114,7118,7451,6878,,一般,
2010/6/1,TX,201009,7001,7026,6939,6944,-93,-1.32%,188,6944,2367,6953,6958,7967,6724,,一般,
2010/6/1,TX,201012,6920,6974,6895,6900,-88,-1.26%,43,6900,1973,6902,6907,7779,6632,,一般,
2010/6/1,TX,201103,6870,6923,6833,6854,-84,-1.21%,42,6854,1536,6851,6858,7692,6650,,一般,
2010/6/2,TX,201006,7193,7282,7101,7140,-103,-1.42%,146272,7140,59459,7140,7141,8228,6400,,一般,
2010/6/2,TX,201007,7055,7151,6973,7011,-102,-1.43%,1434,7010,7113,7011,7013,7451,6878,,一般,
2010/6/2,TX,201009,6900,6990,6825,6855,-89,-1.28%,306,6855,2600,6852,6855,7967,6724,,一般,
2010/6/2,TX,201012,6850,6929,6780,6810,-90,-1.30%,56,6810,1990,6805,6814,7779,6632,,一般,
2010/6/2,TX,201103,6824,6887,6734,6770,-84,-1.23%,46,6770,1563,6757,6765,7692,6650,,一般,
2010/6/3,TX,201006,7253,7341,7252,7338,198,2.77%,110634,7338,60126,7337,7338,8228,6400,,一般,
2010/6/3,TX,201007,7120,7212,7120,7211,201,2.87%,1715,7210,8020,7208,7210,7451,6878,,一般,
2010/6/3,TX,201009,6944,7051,6944,7051,196,2.86%,106,7051,2607,7048,7050,7967,6724,,一般,
2010/6/3,TX,201012,6899,7000,6899,7000,190,2.79%,42,7000,1999,7000,7002,7779,6632,,一般,
2010/6/3,TX,201103,6860,6950,6860,6950,180,2.66%,23,6950,1563,6950,6952,7692,6650,,一般,
2010/6/4,TX,201006,7338,7348,7305,7321,-17,-0.23%,62707,7318,59158,7319,7321,8228,6400,,一般,
2010/6/4,TX,201007,7229,7229,7178,7191,-19,-0.26%,1581,7189,9006,7189,7193,7451,6878,,一般,
2010/6/4,TX,201009,7059,7059,7019,7032,-19,-0.27%,45,7032,2611,7030,7032,7967,6724,,一般,
2010/6/4,TX,201012,7000,7000,6969,6978,-22,-0.31%,15,6978,2004,6977,6982,7779,6632,,一般,
2010/6/4,TX,201103,6949,6963,6924,6924,-26,-0.37%,12,6926,1566,6925,6931,7692,6650,,一般,
2010/6/7,TX,201006,7100,7128,7035,7097,-221,-3.02%,128756,7097,60432,7097,7098,8228,6400,,一般,
2010/6/7,TX,201007,7002,7002,6909,6972,-217,-3.02%,2498,6970,10141,6970,6972,7451,6878,,一般,
2010/6/7,TX,201009,6898,6898,6756,6810,-222,-3.16%,254,6810,2660,6809,6816,7967,6724,,一般,
2010/6/7,TX,201012,6801,6801,6716,6762,-216,-3.10%,69,6762,2027,6760,6768,7779,6632,,一般,
2010/6/7,TX,201103,6751,6751,6670,6724,-202,-2.92%,60,6724,1580,6718,6725,7692,6650,,一般,
2010/6/8,TX,201006,7097,7139,7075,7129,32,0.45%,86675,7128,60261,7129,7131,8228,6400,,一般,
2010/6/8,TX,201007,6911,7010,6911,7005,35,0.50%,1974,7002,11001,7002,7005,7451,6878,,一般,
2010/6/8,TX,201009,6810,6850,6800,6845,35,0.51%,69,6844,2671,6842,6847,7967,6724,,一般,
2010/6/8,TX,201012,6765,6801,6751,6801,39,0.58%,42,6799,2035,6796,6803,7779,6632,,一般,
2010/6/8,TX,201103,6743,6753,6710,6752,28,0.42%,33,6752,1590,6747,6754,7692,6650,,一般,
2010/6/9,TX,201006,7080,7139,6990,7038,-90,-1.26%,125232,7037,62924,7038,7039,8228,6400,,一般,
2010/6/9,TX,201007,6979,7010,6866,6912,-90,-1.29%,3330,6909,12682,6911,6914,7451,6866,,一般,
2010/6/9,TX,201009,6845,6845,6709,6752,-92,-1.34%,146,6752,2738,6751,6755,7967,6709,,一般,
