交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2008/8/1,TX,200808,6901,6969,6851,6914,-88,-1.26%,66509,6915,49486,6913,6915,7875,6532,,一般,
2008/8/1,TX,200809,6896,6927,6820,6881,-86,-1.23%,561,6881,4648,6878,6882,9664,6508,,一般,
2008/8/1,TX,200812,6814,6890,6791,6852,-80,-1.15%,57,6852,902,6843,6851,9107,6495,,一般,
2008/8/1,TX,200903,6798,6879,6787,6840,-51,-0.74%,25,6840,136,6831,6839,9095,6501,,一般,
2008/8/1,TX,200906,-,-,-,-,-,-,0,6819,34,6812,6831,7170,6578,,一般,
2008/8/4,TX,200808,6852,6964,6850,6934,19,0.27%,53143,6934,49283,6934,6936,7875,6532,,一般,
2008/8/4,TX,200809,6800,6925,6800,6900,19,0.28%,394,6900,4830,6900,6903,9664,6508,,一般,
2008/8/4,TX,200812,6800,6890,6800,6865,13,0.19%,39,6865,905,6865,6872,9107,6495,,一般,
2008/8/4,TX,200903,6808,6854,6808,6854,14,0.20%,3,6854,137,6855,6863,9095,6501,,一般,
2008/8/4,TX,200906,6794,6794,6770,6770,-49,-0.72%,4,6847,35,6839,6856,7170,6578,,一般,
2008/8/5,TX,200808,6973,6993,6756,6778,-156,-2.25%,81580,6778,52984,6778,6779,7875,6532,,一般,
2008/8/5,TX,200809,6941,6955,6730,6744,-156,-2.26%,577,6747,5142,6744,6752,9664,6508,,一般,
2008/8/5,TX,200812,6919,6919,6700,6719,-146,-2.13%,71,6719,932,6711,6719,9107,6495,,一般,
2008/8/5,TX,200903,6810,6810,6700,6716,-138,-2.01%,25,6716,143,6704,6712,9095,6501,,一般,
2008/8/5,TX,200906,6716,6716,6700,6700,-147,-2.15%,4,6700,33,6684,6701,7170,6578,,一般,
2008/8/6,TX,200808,6970,7030,6910,7017,239,3.53%,63636,7016,50751,7016,7017,7875,6532,,一般,
2008/8/6,TX,200809,6920,6998,6880,6984,237,3.51%,688,6983,5254,6982,6984,9664,6508,,一般,
2008/8/6,TX,200812,6906,6959,6856,6951,232,3.45%,82,6951,905,6947,6951,9107,6495,,一般,
2008/8/6,TX,200903,6864,6950,6848,6939,223,3.32%,13,6935,141,6932,6940,9095,6501,,一般,
2008/8/6,TX,200906,6909,6928,6909,6928,228,3.40%,2,6928,33,6921,6931,7170,6578,,一般,
2008/8/7,TX,200808,7002,7055,6960,7006,-10,-0.14%,64802,7005,50619,7003,7006,7875,6532,,一般,
2008/8/7,TX,200809,6999,7019,6931,6978,-5,-0.07%,643,6976,5425,6971,6978,9664,6508,,一般,
2008/8/7,TX,200812,6951,6986,6911,6941,-10,-0.14%,74,6941,922,6934,6942,9107,6495,,一般,
2008/8/7,TX,200903,6924,6951,6895,6926,-9,-0.13%,13,6926,146,6923,6932,9095,6501,,一般,
2008/8/7,TX,200906,-,-,-,-,-,-,0,6917,33,6908,6923,7170,6578,,一般,
2008/8/8,TX,200808,6941,7234,6936,7189,184,2.63%,87708,7188,47659,7186,7190,7875,6532,,一般,
2008/8/8,TX,200809,6911,7200,6911,7160,184,2.64%,1408,7160,6068,7154,7160,9664,6508,,一般,
2008/8/8,TX,200812,6903,7161,6903,7123,182,2.62%,197,7123,1041,7117,7123,9107,6495,,一般,
2008/8/8,TX,200903,6922,7142,6922,7103,177,2.56%,23,7103,145,7100,7110,9095,6501,,一般,
2008/8/8,TX,200906,7009,7131,7009,7089,172,2.49%,7,7089,32,7081,7098,7170,6578,,一般,
2008/8/11,TX,200808,7268,7339,7250,7289,101,1.41%,59555,7290,45189,7289,7290,7875,6532,,一般,
2008/8/11,TX,200809,6963,7310,6963,7261,101,1.41%,1482,7259,6532,7256,7261,9664,6508,,一般,
