交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2003/12/1,TX,200312,5781,5916,5775,5914,106,1.83%,35120,5914,41374,5914,5915,6200,4020,,一般,
2003/12/1,TX,200401,5805,5912,5781,5912,102,1.76%,154,5912,246,5908,5913,5928,5781,,一般,
2003/12/1,TX,200403,5790,5899,5790,5899,91,1.57%,20,5927,152,5900,5927,6200,4081,,一般,
2003/12/1,TX,200406,5885,5885,5885,5885,38,0.65%,2,5855,52,5855,5949,6195,5255,,一般,
2003/12/1,TX,200409,-,-,-,-,-,-,0,5953,12,5835,5945,6179,5801,,一般,
2003/12/2,TX,200312,5938,5948,5904,5930,16,0.27%,22367,5930,41004,5929,5930,6200,4020,,一般,
2003/12/2,TX,200401,5938,5950,5907,5926,14,0.24%,121,5926,302,5925,5928,5950,5781,,一般,
2003/12/2,TX,200403,5905,5925,5902,5925,-2,-0.03%,9,5925,149,5930,5945,6200,4081,,一般,
2003/12/2,TX,200406,5882,5882,5882,5882,27,0.46%,1,5918,52,5890,5947,6195,5255,,一般,
2003/12/2,TX,200409,-,-,-,-,-,-,0,5969,12,5890,5955,6179,5801,,一般,
2003/12/3,TX,200312,5922,5940,5890,5908,-22,-0.37%,19160,5908,41588,5908,5909,6200,4020,,一般,
2003/12/3,TX,200401,5896,5929,5893,5895,-31,-0.52%,221,5895,489,5894,5896,5950,5781,,一般,
2003/12/3,TX,200403,5925,5945,5900,5900,-25,-0.42%,7,5925,148,5881,5925,6200,4081,,一般,
2003/12/3,TX,200406,5905,5905,5905,5905,-13,-0.22%,1,5896,52,5888,5919,6195,5255,,一般,
2003/12/3,TX,200409,5936,5936,5900,5900,-69,-1.16%,6,5897,9,5875,5920,6179,5801,,一般,
2003/12/4,TX,200312,5900,5935,5887,5934,26,0.44%,24327,5934,40284,5934,5935,6200,4020,,一般,
2003/12/4,TX,200401,5900,5934,5890,5934,39,0.66%,193,5934,582,5932,5935,5950,5781,,一般,
2003/12/4,TX,200403,5935,5935,5906,5925,0,0.00%,4,5925,147,5915,5945,6200,4081,,一般,
2003/12/4,TX,200406,5889,5889,5889,5889,-7,-0.12%,1,5945,52,5905,5950,6195,5255,,一般,
2003/12/4,TX,200409,5900,5900,5900,5900,3,0.05%,1,5923,9,5862,5935,6179,5801,,一般,
2003/12/5,TX,200312,5928,5932,5892,5904,-30,-0.51%,20587,5904,39438,5904,5905,6200,4020,,一般,
2003/12/5,TX,200401,5942,5942,5891,5900,-34,-0.57%,420,5900,956,5900,5904,5950,5781,,一般,
2003/12/5,TX,200403,5930,5930,5900,5900,-25,-0.42%,4,5895,148,5900,5920,6200,4081,,一般,
2003/12/5,TX,200406,5921,5921,5921,5921,-24,-0.40%,1,5883,52,5883,5920,6195,5255,,一般,
2003/12/5,TX,200409,-,-,-,-,-,-,0,5893,9,5871,5920,6179,5801,,一般,
2003/12/8,TX,200312,5864,5870,5836,5847,-57,-0.97%,17369,5847,39442,5846,5847,6200,4020,,一般,
2003/12/8,TX,200401,5885,5885,5837,5850,-50,-0.85%,728,5850,1587,5849,5853,5950,5781,,一般,
2003/12/8,TX,200403,5850,5865,5845,5845,-50,-0.85%,6,5845,152,5841,5865,6200,4081,,一般,
2003/12/8,TX,200406,5813,5867,5780,5867,-16,-0.27%,4,5831,52,5831,5868,6195,5255,,一般,
2003/12/8,TX,200409,-,-,-,-,-,-,0,5836,9,5839,5888,6179,5801,,一般,
2003/12/9,TX,200312,5867,5884,5840,5873,26,0.44%,18817,5873,39495,5872,5873,6200,4020,,一般,
2003/12/9,TX,200401,5872,5881,5840,5875,25,0.43%,965,5875,2404,5871,5875,5950,5781,,一般,
2003/12/9,TX,200403,5868,5889,5845,5888,43,0.74%,6,5871,151,5847,5888,6200,4081,,一般,
2003/12/9,TX,200406,5871,5871,5871,5871,40,0.69%,1,5871,52,5851,5897,6195,5255,,一般,
2003/12/9,TX,200409,-,-,-,-,-,-,0,5862,9,5845,5899,6179,5801,,一般,
2003/12/10,TX,200312,5820,5835,5800,5830,-43,-0.73%,19837,5830,38455,5830,5831,6200,4020,,一般,
2003/12/10,TX,200401,5835,5835,5810,5830,-45,-0.77%,1291,5830,3288,5828,5830,5950,5781,,一般,
2003/12/10,TX,200403,5845,5845,5829,5836,-35,-0.60%,4,5836,155,5815,5896,6200,4081,,一般,
2003/12/10,TX,200406,5829,5829,5829,5829,-42,-0.72%,1,5812,53,5812,5870,6195,5255,,一般,
2003/12/10,TX,200409,-,-,-,-,-,-,0,5819,9,5770,5850,6179,5801,,一般,
2003/12/11,TX,200312,5840,5890,5833,5890,60,1.03%,19516,5890,37288,5889,5890,6200,4020,,一般,
2003/12/11,TX,200401,5833,5885,5831,5885,55,0.94%,1592,5885,4092,5885,5886,5950,5781,,一般,
2003/12/11,TX,200403,5820,5894,5820,5894,58,0.99%,6,5894,156,5863,5895,6200,4081,,一般,
2003/12/11,TX,200406,-,-,-,-,-,-,0,5872,53,5852,5915,6195,5255,,一般,
2003/12/11,TX,200409,5899,5899,5860,5860,41,0.70%,2,5913,10,5831,5913,6179,5801,,一般,
2003/12/12,TX,200312,5938,5938,5881,5885,-5,-0.08%,23749,5885,32767,5885,5887,6200,4020,,一般,
2003/12/12,TX,200401,5940,5940,5883,5890,5,0.08%,4615,5890,7001,5890,5892,5950,5781,,一般,
2003/12/12,TX,200403,5920,5920,5912,5912,18,0.31%,5,5895,160,5890,5900,6200,4081,,一般,
2003/12/12,TX,200406,5938,5985,5926,5926,54,0.92%,3,5884,56,5869,5900,6195,5255,,一般,
