交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2017/1/3,TX,201701,9266,9282,9231,9281,19,0.21%,89282,9280,94384,9281,9282,9422,8887,,一般,
2017/1/3,TX,201702,9254,9268,9220,9268,18,0.19%,1532,9267,2808,9268,9270,9268,9076,,一般,
2017/1/3,TX,201703,9237,9253,9210,9253,16,0.17%,176,9253,2902,9254,9255,9378,7515,,一般,
2017/1/3,TX,201706,9199,9216,9165,9211,12,0.13%,112,9214,1921,9213,9216,9312,8659,,一般,
2017/1/3,TX,201709,8895,8895,8851,8895,17,0.19%,27,8895,953,8897,8900,8994,8430,,一般,
2017/1/4,TX,201701,9281,9295,9261,9273,-7,-0.08%,87462,9271,92155,9272,9273,9422,8887,,一般,
2017/1/4,TX,201702,9272,9282,9250,9261,-6,-0.06%,1561,9261,3172,9260,9262,9282,9076,,一般,
2017/1/4,TX,201703,9252,9267,9240,9248,-5,-0.05%,155,9248,2889,9248,9250,9378,7515,,一般,
2017/1/4,TX,201706,9220,9227,9200,9206,-8,-0.09%,127,9206,1949,9207,9211,9312,8659,,一般,
2017/1/4,TX,201709,8896,8910,8880,8890,-5,-0.06%,63,8890,979,8890,8893,8994,8430,,一般,
2017/1/5,TX,201701,9270,9354,9266,9340,69,0.74%,119149,9342,96942,9340,9341,9422,8887,,一般,
2017/1/5,TX,201702,9256,9341,9255,9327,66,0.71%,2839,9330,4683,9327,9330,9341,9076,,一般,
2017/1/5,TX,201703,9248,9327,9245,9315,67,0.72%,357,9316,2958,9313,9317,9378,7515,,一般,
2017/1/5,TX,201706,9206,9285,9204,9275,69,0.75%,241,9275,2025,9271,9274,9312,8659,,一般,
2017/1/5,TX,201709,8889,8962,8887,8953,63,0.71%,221,8953,1060,8950,8952,8994,8430,,一般,
2017/1/6,TX,201701,9353,9375,9338,9367,25,0.27%,67027,9365,97472,9366,9367,9422,8887,,一般,
2017/1/6,TX,201702,9340,9362,9326,9354,24,0.26%,1573,9353,5253,9353,9355,9362,9076,,一般,
2017/1/6,TX,201703,9317,9345,9317,9340,24,0.26%,244,9340,3009,9339,9342,9378,7515,,一般,
2017/1/6,TX,201706,9286,9300,9281,9298,23,0.25%,101,9298,2040,9294,9298,9312,8659,,一般,
2017/1/6,TX,201709,8958,8981,8955,8974,21,0.23%,99,8974,1091,8972,8974,8994,8430,,一般,
2017/1/9,TX,201701,9379,9409,9325,9344,-21,-0.22%,113565,9342,94477,9342,9344,9422,8887,,一般,
2017/1/9,TX,201702,9365,9397,9315,9335,-18,-0.19%,3677,9334,6518,9333,9335,9397,9076,,一般,
2017/1/9,TX,201703,9346,9382,9304,9322,-18,-0.19%,341,9322,3019,9319,9324,9382,7515,,一般,
2017/1/9,TX,201706,9310,9340,9260,9282,-16,-0.17%,118,9282,2065,9279,9284,9340,8659,,一般,
