交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2010/12/1,TX,201012,8423,8550,8411,8550,149,1.77%,108687,8547,62027,8547,8550,8550,6632,,一般,
2010/12/1,TX,201101,8380,8526,8380,8525,147,1.75%,2156,8524,3487,8525,8527,8526,8218,,一般,
2010/12/1,TX,201103,8356,8480,8350,8479,145,1.74%,184,8479,2080,8478,8480,8480,6620,,一般,
2010/12/1,TX,201106,8290,8406,8290,8406,141,1.71%,34,8406,372,8406,8409,8406,7300,,一般,
2010/12/1,TX,201109,7917,8048,7917,8048,158,2.00%,105,8048,756,8045,8050,8048,7609,,一般,
2010/12/2,TX,201012,8600,8642,8591,8619,72,0.84%,88977,8618,64260,8617,8619,8642,6632,,一般,
2010/12/2,TX,201101,8620,8620,8571,8596,72,0.84%,1519,8596,3997,8596,8598,8620,8218,,一般,
2010/12/2,TX,201103,8565,8572,8530,8555,76,0.90%,132,8551,2102,8550,8555,8572,6620,,一般,
2010/12/2,TX,201106,8466,8500,8463,8484,78,0.93%,33,8484,390,8481,8485,8500,7300,,一般,
2010/12/2,TX,201109,8103,8139,8096,8120,72,0.89%,93,8120,785,8118,8123,8139,7609,,一般,
2010/12/3,TX,201012,8639,8645,8609,8630,12,0.14%,70423,8628,64302,8627,8629,8645,6632,,一般,
2010/12/3,TX,201101,8620,8623,8590,8609,13,0.15%,1160,8607,4325,8606,8609,8623,8218,,一般,
2010/12/3,TX,201103,8591,8591,8545,8561,10,0.12%,91,8561,2122,8560,8566,8591,6620,,一般,
2010/12/3,TX,201106,8484,8504,8484,8497,13,0.15%,31,8497,403,8495,8498,8504,7300,,一般,
2010/12/3,TX,201109,8143,8143,8115,8133,13,0.16%,67,8133,783,8129,8135,8143,7609,,一般,
