交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2003/2/6,TX,200302,5007,5007,4766,4775,-247,-4.92%,14078,4775,12071,4775,4776,5152,4380,,一般,
2003/2/6,TX,200303,5050,5050,4761,4830,-183,-3.65%,151,4830,322,4770,4836,6500,3751,,一般,
2003/2/6,TX,200306,4951,4951,4951,4951,-31,-0.62%,1,4951,42,4750,4870,5150,3810,,一般,
2003/2/6,TX,200309,-,-,-,-,-,-,0,4797,10,4750,4875,5090,4357,,一般,
2003/2/6,TX,200312,-,-,-,-,-,-,0,4807,1,4703,5100,4988,4503,,一般,
2003/2/7,TX,200302,4781,4819,4622,4699,-76,-1.59%,18975,4699,12744,4698,4699,5152,4380,,一般,
2003/2/7,TX,200303,4790,4805,4625,4700,-130,-2.69%,254,4700,449,4695,4708,6500,3751,,一般,
2003/2/7,TX,200306,4850,4850,4675,4675,-276,-5.57%,5,4675,44,4635,4760,5150,3810,,一般,
2003/2/7,TX,200309,4738,4738,4738,4738,-59,-1.23%,1,4738,11,4608,4800,5090,4357,,一般,
2003/2/7,TX,200312,4738,4738,4738,4738,-69,-1.44%,1,4760,2,4585,4935,4988,4503,,一般,
2003/2/10,TX,200302,4679,4705,4620,4640,-59,-1.26%,12415,4640,14108,4640,4641,5152,4380,,一般,
2003/2/10,TX,200303,4660,4710,4622,4633,-67,-1.43%,339,4633,628,4633,4648,6500,3751,,一般,
2003/2/10,TX,200306,4615,4615,4605,4611,-64,-1.37%,5,4611,44,4602,4630,5150,3810,,一般,
2003/2/10,TX,200309,-,-,-,-,-,-,0,4679,11,4600,4725,5090,4357,,一般,
2003/2/10,TX,200312,4725,4725,4725,4725,-35,-0.74%,1,4701,2,4605,4700,4988,4503,,一般,
2003/2/11,TX,200302,4669,4690,4622,4635,-5,-0.11%,13808,4635,14814,4634,4635,5152,4380,,一般,
2003/2/11,TX,200303,4655,4680,4620,4620,-13,-0.28%,362,4620,806,4617,4620,6500,3751,,一般,
2003/2/11,TX,200306,4615,4615,4610,4613,2,0.04%,4,4649,45,4561,4649,5150,3810,,一般,
2003/2/11,TX,200309,4730,4730,4730,4730,51,1.09%,1,4730,11,4581,4675,5090,4357,,一般,
2003/2/11,TX,200312,-,-,-,-,-,-,0,4696,2,4581,4700,4988,4503,,一般,
2003/2/12,TX,200302,4619,4676,4530,4637,2,0.04%,15989,4637,14115,4636,4637,5152,4380,,一般,
2003/2/12,TX,200303,4633,4665,4556,4615,-5,-0.11%,565,4615,1099,4615,4620,6500,3751,,一般,
2003/2/12,TX,200306,4674,4674,4674,4674,25,0.54%,9,4649,45,4571,4649,5150,3810,,一般,
2003/2/12,TX,200309,-,-,-,-,-,-,0,4732,11,4561,4675,5090,4357,,一般,
2003/2/12,TX,200312,4699,4699,4683,4683,-13,-0.28%,2,4698,3,4600,4670,4988,4503,,一般,
2003/2/13,TX,200302,4610,4625,4485,4485,-152,-3.28%,17777,4485,14263,4485,4488,5152,4380,,一般,
2003/2/13,TX,200303,4582,4618,4486,4486,-129,-2.80%,1213,4486,1766,4486,4490,6500,3751,,一般,
